3600.0000 	 0.0000
7200.0000 	 0.0000
10800.0000 	 0.0000
14400.0000 	 0.0000
18000.0000 	 0.0000
21600.0000 	 6.4878
25200.0000 	 17.1707
28800.0000 	 17.3415
32400.0000 	 17.3659
36000.0000 	 17.4146
39600.0000 	 18.2195
43200.0000 	 18.2195
46800.0000 	 18.2195
50400.0000 	 18.2195
54000.0000 	 18.2195
57600.0000 	 18.2195
61200.0000 	 18.2195
64800.0000 	 18.2195
68400.0000 	 18.2195
72000.0000 	 19.3171
75600.0000 	 23.9512
79200.0000 	 24.1463
82800.0000 	 25.5610
86400.0000 	 25.4390
90000.0000 	 25.5610
93600.0000 	 25.6829
97200.0000 	 25.7805
100800.0000 	 25.7805
104400.0000 	 25.7805
108000.0000 	 25.0732
111600.0000 	 25.0244
115200.0000 	 26.1707
118800.0000 	 26.2195
122400.0000 	 26.2195
126000.0000 	 26.2195
129600.0000 	 26.2195
133200.0000 	 26.2195
136800.0000 	 26.2195
140400.0000 	 26.2195
144000.0000 	 26.2195
147600.0000 	 26.2195
151200.0000 	 26.2195
154800.0000 	 26.2195
158400.0000 	 26.2439
162000.0000 	 25.5366
165600.0000 	 25.6585
169200.0000 	 25.7317
172800.0000 	 25.8293
176400.0000 	 25.9512
180000.0000 	 26.0000
183600.0000 	 26.0488
187200.0000 	 26.0488
190800.0000 	 25.6829
194400.0000 	 25.6829
198000.0000 	 25.6829
201600.0000 	 25.6829
205200.0000 	 25.6829
208800.0000 	 25.6829
212400.0000 	 25.6829
216000.0000 	 25.6829
219600.0000 	 25.6829
223200.0000 	 25.6829
226800.0000 	 25.6829
230400.0000 	 25.6829
234000.0000 	 25.6829
237600.0000 	 25.6829
241200.0000 	 25.6829
244800.0000 	 25.6829
248400.0000 	 25.5122
252000.0000 	 25.2439
255600.0000 	 25.3171
259200.0000 	 25.2439
262800.0000 	 25.3171
266400.0000 	 25.5122
270000.0000 	 26.1220
273600.0000 	 26.1220
